,name,required_age,is_free,currency,final,total_reviews,review_score
1148550,TERROR SQUID,0,False,EUR,3.29,8,0
1148590,DOOM 64,16,False,EUR,1.24,2576,8
1148620,Plunder,0,False,EUR,3.99,5,0
1148650,The Legend of Bum-Bo,0,False,EUR,12.49,3122,6
1148670,Annals of Rome,0,False,EUR,3.99,3,0
1148680,Austerlitz,0,False,EUR,3.99,1,0
1148710,Miriel Saga,0,False,EUR,12.49,1,0
1148730,Errant Kingdom (Chapters 0-5),0,False,EUR,16.79,30,7
1148740,Far From Orbit,0,False,EUR,0.79,1,0
1148750,Advisors at the End of the Universe,0,False,EUR,8.19,1,0
1148770,Not An Angels: Erotic Puzzle,0,False,EUR,1.59,2,0
1148890,Protect the campus,0,False,EUR,0.79,1,0
1148910,ShapeWorks,0,False,EUR,22.49,15,5
1148920,Hentai Pix,0,False,EUR,0.79,5,0
1148930,Chuusotsu! 1.5th Graduation: The Moving Castle,0,False,EUR,8.19,7,0
1148940,Hentai Mizugi,0,False,EUR,0.79,3,0
1148960,Kids Cartoon Maker,0,False,EUR,4.99,7,0
1148980,Occupational Hazards: Episode 1,0,False,EUR,2.39,13,6
1148080,Rainbow Pixel - Color by Number,0,False,EUR,3.99,1,0
1148090,Solitaire Game Halloween,0,False,EUR,3.99,6,0
1148150,Man of the House,18,False,EUR,19.99,543,8
1148260,King of Halloween,0,False,EUR,3.29,3,0
1148270,The Final Battle,0,False,EUR,5.69,1,0
1148290,Thy Kingdom Crumble,0,False,EUR,3.99,2,0
1148320,Masteroid,0,False,EUR,3.99,20,7
1148360,Alisa Quest,0,False,EUR,10.79,6,0
1148430,Rescue Team 8,0,False,EUR,5.69,4,0
1148450,Detective Jackie - Mystic Case,0,False,EUR,10.79,28,7
1148460,Inside The Cubes,0,False,EUR,3.29,1,0
1148470,Killjoy Hunter Yuuko,0,False,EUR,2.39,7,0
1148480,SPACERIFT: Arcanum System,0,False,EUR,13.29,11,5
1148500,PuPaiPo Space Deluxe,0,False,EUR,4.99,3,0
1148510,Pretty Angel,0,False,EUR,0.79,433,8
1148530,Griddlers Legend Of The Pirates,0,False,EUR,3.99,6,0
1148540,Griddlers Victorian Picnic,0,False,EUR,3.99,1,0
1147710,Cute Blocks,0,False,EUR,0.75,1,0
1147760,The End of an Actress,0,False,EUR,8.19,7,0
1147840,Hyper Storm,0,False,EUR,3.99,2,0
1147850,Brother Brother,0,False,EUR,1.59,7,0
1147940,3dSen PC,0,False,EUR,8.19,214,8
1147960,Okaeri,0,False,EUR,2.39,127,6
1147970,Abode 2,0,False,EUR,12.49,84,8
1147980,Gene Rain:Wind Tower,0,False,EUR,10.79,4,0
1148000,Squirrel Jump,0,False,EUR,2.39,1,0
1148010,Love Chan,0,False,EUR,0.79,7,0
1147370,The Empire's Crisis,0,False,EUR,2.39,2,0
706200,Celtabula,0,False,EUR,0.99,2,0
706240,Gravity Light,0,False,EUR,0.79,4,0
706280,Devil in the Pines,0,False,EUR,3.99,17,7
706320,Trivia Vault: Mini Mixed Trivia,0,False,EUR,9.99,16,5
706330,Trivia Vault: Mini Mixed Trivia 2,0,False,EUR,9.99,11,5
706350,Mari and the Black Tower,0,False,EUR,1.99,4,0
706370,LOGistICAL: USA - Oregon,0,False,EUR,3.99,6,0
706380,LOGistICAL: Norway,0,False,EUR,6.99,1,0
706390,LOGistICAL: Chile,0,False,EUR,1.99,8,0
706440,Cyborg Arena,0,False,EUR,4.99,15,5
706490,Little hidden city,0,False,EUR,0.79,75,5
706520,BlackShield: Upora Story,0,False,,,23,5
706560,Jimmy and the Pulsating Mass,0,False,EUR,14.99,272,8
706570,The Seven Stages,0,False,EUR,5.69,5,0
705700,Stripper Anya™ 2 X-MiGuFighters,0,False,EUR,9.99,9,0
705710,Sense of The Devil,0,False,EUR,0.39,51,4
705750,American Patriots: Boston Tea Party,0,False,EUR,0.99,46,7
705770,The Donnerwald Experiment,0,False,EUR,8.99,5,0
705780,Ancient Future,0,False,EUR,4.99,5,0
705800,Astroe,0,True,,,3,0
705870,Echo Grotto,0,False,EUR,7.99,48,7
705920,Empress of Gold,0,False,EUR,0.79,1,0
705930,The Trace,0,False,EUR,9.99,1,0
706010,The Unseen,0,False,EUR,9.99,2,0
706020,Fade to Silence,0,False,EUR,29.99,440,5
706030,Parking Cop Simulator,0,False,EUR,1.99,8,0
706130,Far from Noise,0,False,EUR,6.99,50,8
705210,Cube Racer,0,True,,,1,0
705230,InGame.exe,0,False,EUR,1.99,3,0
705240,Boom Box Blue!,0,False,EUR,0.99,2,0
705250,Cross Set Infinity,0,False,EUR,1.59,14,6
705260,Waste Cleaner,0,False,EUR,5.79,1,0
705280,Hakoniwa Explorer Plus,0,False,EUR,9.99,181,8
705290,Strange Telephone,0,False,EUR,4.99,121,8
705300,Suicide Adventures,0,False,EUR,1.59,26,5
705340,Kofi Quest: Alpha MOD,0,False,EUR,19.99,15,7
705380,Galactic Shipwright,0,False,EUR,4.99,13,6
705390,Aya's Journey,0,False,EUR,2.39,13,5
705440,Onager!,0,False,EUR,0.99,3,0
705450,Wunderdoktor,0,False,EUR,9.99,34,7
705500,Tiny Bubbles,0,False,EUR,7.99,22,7
706510,SOMOS,0,False,EUR,6.59,8,0
1197280,Cyber Pussy 2020,0,False,EUR,1.59,18,6
1196320,Blood Scrolls,0,False,EUR,1.59,1,0
1190840,Boomer Remover,0,False,EUR,0.79,9,0
1188100,Dragon Stone - Legendary Archer,0,False,EUR,1.59,1,0
1184480,Inertial Drift,0,False,EUR,19.99,275,8
1179220,Gaijin Troubles,0,False,EUR,9.99,13,6
1176560,The Orphan A Tale of An Errant Ghost - Hidden Object Game,0,False,EUR,1.59,11,3
1174900,MiMiMiShKa,0,False,EUR,0.79,3,0
1170750,MOR...E TRAINER (Learning Morse Code),0,False,EUR,8.19,3,0
1166780,Interactivity: The Interactive Experience,0,False,EUR,3.29,14,6
1165610,Titeuf: Mega Party,0,False,EUR,29.99,1,0
1165920,Lives so Sweet,0,False,EUR,2.39,9,0
1164410,Restless Hero,0,False,EUR,1.7,4,0
1161440,World War 2 Winter Gun Range VR Simulator,0,False,EUR,3.99,3,0
1160490,Master Of Pottery,0,False,EUR,4.99,290,8
1154720,Re:Gals Panic,0,False,EUR,2.39,16,5
1153540,Concept Destruction,0,False,EUR,4.99,30,7
1152890,The Delirium Vacation,0,False,EUR,2.39,1,0
506030,MAGIX PC Check & Tuning 2017 Steam Edition,0,False,,,6,0
506090,Switch - Or Die Trying,0,False,EUR,6.99,4,0
506140,Shop Heroes,0,True,,,30,6
506150,Dragon Bros,0,False,EUR,7.99,11,7
506160,VR Fractals,0,False,EUR,3.99,6,0
506260,Cladun Returns: This Is Sengoku!,0,False,EUR,19.99,20,5
506470,Quip Anomaly,0,False,EUR,1.99,4,0
506500,Party Panic,0,False,EUR,13.99,396,6
506510,Shadows of Adam,0,False,EUR,14.99,133,8
505550,Stream Buddy,0,False,EUR,3.29,11,5
505630,Let Them Come,0,False,EUR,7.99,356,8
505640,Antihero,0,False,EUR,14.99,342,8
505660,The Crystal Nebula,0,False,EUR,1.99,14,7
505680,Glaive,0,False,EUR,0.99,13,6
505700,Anyland,0,True,,,143,8
505730,Holy Potatoes! We’re in Space?!,0,False,EUR,9.99,200,6
505750,Trimmer Tycoon,0,True,,,23,7
505070,Secrets of Me,17,False,EUR,15.99,27,6
505080,Gakuen Club,13,False,EUR,27.99,38,5
505090,The Charming Empire,0,False,EUR,27.99,44,5
505110,Ghost Pursuit VR,0,False,EUR,3.29,4,0
505120,Valentino Rossi The Game Compact,0,False,EUR,9.99,8,0
505140,Tribe Of Pok,0,False,EUR,7.99,6,0
505170,Carmageddon: Max Damage,18,False,EUR,16.99,928,6
505210,Neon Space 2,0,False,EUR,10.99,79,5
505220,King of Spin VR,0,False,EUR,6.59,7,0
505270,The Food Run,0,False,EUR,1.99,4,0
505290,Super Rock Blasters!,0,False,EUR,2.39,2,0
505330,Apocalipsis,0,False,EUR,1.39,83,5
505400,Diamond Joyce and the Secret of Crystal Cave,0,False,EUR,4.99,9,0
504620,"Grid Legion, Storm",0,True,,,3,0
504630,Broomball VR,0,True,,,2,0
504660,Tears Revolude,0,False,EUR,9.99,3,0
504670,FARIA: Ghosts of the Stream,0,False,,,6,0
504690,Woven,0,False,EUR,19.99,38,6
504700,Blockships,0,False,EUR,6.99,19,7
504710,Music Maker 2017 Steam Edition,0,False,EUR,59.99,59,5
504750,Lew Pulsipher's Doomstar,0,False,EUR,9.99,7,0
504770,Slavistan,0,False,EUR,1.39,466,8
504790,Fables from the Den,0,False,EUR,3.99,27,7
504800,Sorcery! Part 4,0,False,EUR,9.99,53,8
504810,MXGP2 - The Official Motocross Videogame Compact,0,False,EUR,9.99,16,5
504840,Brick Stack VR,0,False,EUR,3.99,10,7
504850,Castle Invasion: Throne Out,0,False,EUR,4.99,7,0
504880,Pixel Puzzles 2: RADical ROACH,0,False,EUR,3.99,20,6
504920,39 Days to Mars,0,False,EUR,12.49,58,6
504980,Elves Adventure,0,False,EUR,1.99,12,5
505020,Neon Exile,0,False,EUR,20.99,6,0
505060,Warcube,0,False,EUR,9.99,219,8
504100,Russian VR Coasters,0,False,EUR,4.99,17,5
504110,The Longest Five Minutes,0,False,EUR,19.99,14,5
504130,Manual Samuel - Anniversary Edition,0,False,EUR,9.99,353,6
504210,SHENZHEN I/O,0,False,EUR,12.49,1526,9
504230,Celeste,0,False,EUR,19.99,17745,9
504240,Graveyard Smash,0,False,EUR,2.99,1,0
504260,Happy Pong,0,False,EUR,2.99,5,0
504280,The Cold War Era,0,False,EUR,4.99,13,5
504310,The Cooking Game,0,True,,,38,5
504370,Battlerite,0,True,,,9751,8
504380,Detective Hayseed - Hollywood,0,False,EUR,14.99,8,0
504390,Along the Edge,0,False,EUR,12.49,119,8
504400,Optika,0,False,EUR,4.99,55,6
504410,Escape from Pleasure Planet,0,False,EUR,14.99,30,5
504420,Malazard: Magic Defense,0,False,EUR,1.59,17,6
504450,StarSmashers,0,False,EUR,7.99,8,0
504460,Team Racing League,0,False,EUR,9.99,9,0
504470,Salvaged,0,False,EUR,12.99,11,4
504490,The God's Chain,0,False,EUR,7.99,7,0
504500,Hover Havoc,0,False,EUR,3.29,4,0
504560,The Unwelcomed,0,False,EUR,8.19,24,5
503620,Fictorum,0,False,EUR,8.19,661,6
503630,INVASION!,0,True,,,5,0
503650,Fenimore Fillmore: The Westerner,0,False,EUR,4.99,12,7
503680,The Seeker,0,False,EUR,2.99,4,0
503690,Starship Disco,0,False,EUR,9.99,4,0
503700,Fall of Freya (Alpha 1),0,False,EUR,19.99,2,0
503710,Void,0,False,,,9,0
503730,Saving Harmony,0,False,EUR,4.99,3,0
503750,SPLASH BLAST PANIC,0,False,EUR,14.99,1,0
503770,Elven Assassin,0,False,EUR,14.99,357,8
503780,Ice Caves of Europa,0,False,EUR,7.99,5,0
503820,A Detective's Novel,0,False,EUR,0.99,19,5
503830,The Life Of Greather,0,False,EUR,1.99,38,5
503860,Patterna,0,False,EUR,6.49,24,7
503900,Candy Smash VR,0,False,EUR,9.99,4,0
503940,Railway Empire,0,False,EUR,29.99,2776,8
503950,Star Tactics Redux,0,False,EUR,9.99,17,6
503960,Will of the Gods,0,False,EUR,2.99,19,6
503980,Detective Hank and the Golden Sneeze,0,False,EUR,3.99,7,0
504000,Endless Fables: The Minotaur's Curse,0,False,EUR,7.99,54,8
504010,Chernobyl VR Project,0,False,EUR,9.99,16,5
504050,Planet Nomads,0,False,EUR,18.99,814,5
504090,3..2..1..Grenades!,0,False,EUR,7.99,14,7
503090,Fairy Maids,0,False,EUR,6.99,4,0
503100,Black Hat Cooperative,0,False,EUR,9.99,55,6
503130,Red is Dead - The Complex Fun Random Level Fast Strategy Game,0,False,EUR,1.99,7,0
503140,Dungeon Punks,0,False,EUR,14.99,6,0
503150,Frantic Freighter,0,False,EUR,2.99,13,7
503180,miniLAW: Ministry of Law,0,False,EUR,12.49,114,8
503210,Sentry Knight Tactics,0,False,EUR,4.99,61,6
503280,Marble Land,0,False,EUR,14.99,34,7
503290,Maraiyum: Rise of the Setting Sun,0,False,EUR,4.99,5,0
503300,Super Star,0,False,EUR,1.99,725,6
503340,Dig 4 Destruction,0,False,EUR,11.99,37,7
503350,White Noise 2,0,False,EUR,9.99,783,6
503370,Hospitalize,0,False,EUR,15.99,113,5
503390,Roomscale Tower,0,False,EUR,14.99,14,5
503400,Four Last Things,0,False,EUR,7.99,392,8
503410,Zombie Camp,0,False,,,12,5
503450,Space Rangers: Quest,0,False,EUR,9.99,5,0
503460,Security Hole,0,False,EUR,9.99,20,5
503480,Mahluk:Dark Demon,0,False,EUR,3.29,27,5
503550,DYE,0,False,EUR,4.99,47,6
503560,911 Operator,0,False,EUR,14.99,4075,8
503580,Duck Season,0,False,EUR,19.99,849,8
502600,The Multidimensional Underwear Drawer,0,False,EUR,22.99,8,0
502650,Autumn Park Mini Golf,0,False,EUR,1.59,23,5
502700,Laser Lasso BALL,0,False,EUR,1.99,9,0
502740,50 years,0,False,EUR,3.99,175,8
502750,Quest for Glory 1-5,0,False,EUR,9.99,188,8
502770,Voodoo Garden,0,False,EUR,2.99,303,6
502780,Avalon: The Journey Begins,0,False,EUR,9.99,8,0
502800,SENRAN KAGURA ESTIVAL VERSUS,0,False,EUR,29.99,1098,8
502810,Tank Hero VR,0,False,EUR,2.99,4,0
502820,Batman™: Arkham VR,0,False,EUR,19.99,718,5
502880,The Janitor,0,False,EUR,0.99,20,4
502910,The Return Home Remastered,0,False,EUR,0.79,7,0
502920,Gunnihilation,0,False,EUR,9.99,6,0
502940,"Calm Down, Stalin",0,False,EUR,3.29,346,8
502990,Kisaragi no Hougyoku,0,False,EUR,3.99,1,0
503010,Azulgar: Star Commanders,0,False,EUR,16.79,16,5
503050,Heroes from the Past: Joan of Arc,0,False,EUR,6.99,1,0
503060,The Agency of Anomalies: Mystic Hospital Collector's Edition,0,False,EUR,9.99,7,0
503070,Off the Record: The Italian Affair Collector's Edition,0,False,EUR,9.99,9,0
503080,Echoes of the Past: Kingdom of Despair Collector's Edition,0,False,EUR,9.99,4,0
502090,Invisible Mind,0,False,EUR,3.99,15,4
502100,Death's Life,0,False,EUR,2.99,16,5
502140,Drayt Empire,0,False,EUR,0.79,47,5
502150,Interstellar Logistics Inc,0,False,EUR,3.29,10,7
502200,Orczz,0,False,EUR,2.99,5,0
502210,Super Markup Man,0,False,EUR,3.29,40,7
502230,Monsters' Den: Book of Dread,0,False,EUR,4.99,95,8
502240,You Deserve,0,False,EUR,0.99,43,5
502280,BERSERK and the Band of the Hawk,18,False,EUR,59.99,985,6
502300,Heartomics: Lost Count,0,False,EUR,1.59,16,5
502320,Boulder Dash - 30th Anniversary,0,False,EUR,14.99,38,5
502340,Unbound,0,False,EUR,27.99,13,5
502370,"Warhammer 40,000: Sanctus Reach",0,False,EUR,27.99,665,8
502400,Redactem,0,False,EUR,0.99,16,5
502410,Airport Fire Department - The Simulation,0,False,EUR,14.99,13,5
502420,Firefighters - The Simulation,0,False,EUR,14.99,34,5
502430,Roadworks - The Simulation,0,False,EUR,9.99,9,0
502440,Plant Fire Department - The Simulation,0,False,EUR,14.99,6,0
502450,Professional Construction - The Simulation,0,False,EUR,14.99,4,0
502460,Hotel Giant,0,False,EUR,9.99,5,0
502470,Airport Simulator 3: Day & Night,0,False,EUR,19.99,12,4
502480,VoxVR,0,True,,,5,0
502520,Ultimate General: Civil War,0,False,EUR,27.99,3775,8
502530,THE GREY MAN,0,False,EUR,2.5,9,0
502540,Cold Vengeance,0,False,EUR,9.99,16,7
502550,Strike.is: The Game,0,True,,,11,5
501740,Dropship Down,0,False,,,10,4
501760,Francisca,0,False,EUR,0.99,69,5
501840,Don't Disturb,0,False,EUR,1.57,61,6
501850,DCR: Drive.Crash.Repeat,0,False,EUR,3.29,1,0
501860,Slayer Shock,0,False,EUR,17.99,66,5
501930,Sig.NULL,0,False,EUR,3.29,22,6
501940,Hikikomori No Chuunibyou,0,False,EUR,1.99,21,5
501950,Rogue Islands,0,False,EUR,3.99,27,5
501970,Phantasmagoria 2: A Puzzle of Flesh,0,False,EUR,5.99,48,7
501990,Phantasmagoria,0,False,EUR,9.99,96,8
501180,Acan's Call: Act 1,0,True,,,12,5
501190,Axis Football 2016,0,False,EUR,3.99,73,5
501220,Space Ribbon - Slipstream to the Extreme,0,False,EUR,3.29,33,5
501270,Robots In The Wild,0,False,EUR,9.99,3,0
501300,What Remains of Edith Finch,0,False,EUR,19.99,8460,8
501310,Venture Forth,0,False,EUR,9.99,5,0
501320,The Shrouded Isle,0,False,EUR,9.99,348,5
501350,Dimension Hunter VR,0,False,EUR,0.79,70,6
501410,SOS: SPECIAL OPERATIVE STORIES,0,False,EUR,2.5,5,0
501430,Blue Solar: Chaos War,0,False,EUR,3.99,18,6
501440,Stars,0,False,EUR,14.99,9,0
501450,Puzzle Cross,0,False,EUR,9.99,6,0
501480,Lost Socks: Naughty Brothers,0,False,EUR,9.99,12,6
501500,Black Moon Chronicles,0,False,EUR,5.99,4,0
501530,SturmFront - The Mutant War: Übel Edition,0,False,EUR,3.99,20,7
501590,Bulletstorm: Full Clip Edition,17,False,EUR,36.99,1879,8
501610,CyberLink ActionDirector 3,0,False,EUR,39.99,4,0
500690,Secret Santa,0,True,,,22,7
500710,Wild Terra Online,0,True,,,151,5
500750,GI Racing 2.0,0,True,,,5,0
500760,Kuraburo Kai,0,False,EUR,4.99,2,0
500790,Moribund,0,False,EUR,9.99,1,0
500810,Arcanum: Of Steamworks and Magick Obscura,0,False,EUR,5.99,610,8
500870,Riddles Of The Past,0,False,EUR,6.99,71,5
500880,Tails,0,False,EUR,7.99,8,0
500920,House of Alice,0,False,EUR,9.99,2,0
500940,GET THE GEMS,0,False,EUR,0.99,9,0
500980,Endangered,0,False,EUR,5.0,5,0
501020,Super Pixel Racers,0,False,EUR,12.49,23,5
501030,Extravaganza Rising,0,False,EUR,5.99,17,6
501050,Emerland Solitaire: Endless Journey,0,True,,,1,0
501060,C.S.S. CITADEL VR,0,False,EUR,7.99,6,0
501080,Fishing: Barents Sea,0,False,EUR,19.99,948,6
501090,"Design it, Drive it : Speedboats",0,False,EUR,20.99,38,7
501110,Mount Wingsuit,0,False,EUR,14.99,72,5
500260,Ben and Ed - Blood Party,0,False,EUR,14.99,300,8
500320,A Tale of Caos: Overture,0,False,EUR,8.99,24,5
500340,QUACK ATTACK 1985: TURBO DX EDITION,0,False,EUR,0.75,12,7
500350,Final Fleet,0,False,EUR,14.99,6,0
500360,VRMultigames,0,True,,,1,0
500420,SoulHunt,0,False,EUR,7.39,32,6
500470,Emergence ᵠ,0,False,EUR,8.19,30,7
500480,Fist of Physics,0,False,EUR,9.99,32,5
500500,Simple VR Video Player,0,False,EUR,7.99,174,6
500550,"Save the Universe, Please!",0,False,EUR,2.99,7,0
500580,Kitty Cat: Jigsaw Puzzles,0,False,EUR,0.79,58,8
500590,Puppy Dog: Jigsaw Puzzles,0,False,EUR,0.79,21,7
500670,Tormentor❌Punisher,0,False,EUR,7.99,142,8
500680,Jockey Rush,0,False,EUR,19.99,9,0
500110,Glider Island,0,False,EUR,7.99,29,7
500120,"Gazzel Quest, The Five Magic Stones",0,False,EUR,0.79,3,0
500140,Wildlife VR,0,False,EUR,2.99,5,0
500170,Urlaubsflug Simulator – Holiday Flight Simulator,0,False,EUR,12.99,22,4
500180,Epic Flail,0,False,EUR,3.99,2,0
500190,Firefight,0,False,EUR,9.99,43,5
500220,Weather Lord: Legendary Hero Collector's Edition,0,False,EUR,9.99,4,0
499610,Copter and Sky,0,False,EUR,1.59,19,5
499620,Ultimate Booster Experience,0,False,EUR,4.99,181,8
499660,Medieval Kingdom Wars,0,False,EUR,16.79,1119,6
499760,Redswood VR,0,False,EUR,3.99,21,6
499890,Aaero,0,False,EUR,12.49,98,8
499900,Pulse Shift,0,False,EUR,7.99,3,0
499940,Ascension VR,0,False,EUR,9.99,15,5
500090,WyVRn: Dragon Flight VR,0,False,EUR,6.59,2,0
499230,SurvHive,0,False,EUR,14.99,48,6
499330,Lord Mayor,0,False,EUR,1.99,11,5
499340,Turner,0,False,EUR,2.39,20,7
499370,Tower of Archeos,0,False,EUR,12.0,15,7
499400,The Path of Greatest Resistance,0,False,EUR,3.99,42,7
499420,Star Fields,0,False,EUR,0.79,7,0
499440,klocki,0,False,EUR,0.99,1484,9
499460,Tomato Jones,0,False,EUR,1.99,92,8
499510,Dragons Never Cry,0,False,EUR,3.99,6,0
499520,The Turing Test,0,False,EUR,19.99,3484,8
499540,Wake Up,0,True,,,2,0
498720,Inklings,0,False,EUR,9.99,5,0
498740,Way of Redemption,0,False,EUR,6.99,1,0
498830,Mustache in Hell,0,False,EUR,0.39,5,0
498850,"Ortus Arena, strategy board game online, FOR FREE",0,True,,,5,0
498940,"WarBirds Dawn of Aces, World War I Air Combat",0,False,EUR,14.99,9,0
498980,DUO,0,False,EUR,8.99,25,5
498990,Balloon Chair Death Match,0,False,EUR,3.99,9,0
499070,Pro Strategy Football 2016,0,False,,,13,6
499100,Dark Parables: The Exiled Prince Collector's Edition,0,False,EUR,9.99,38,7
499110,Dark Parables: Rise of the Snow Queen Collector's Edition,0,False,EUR,9.99,19,7
499120,Dark Parables: The Red Riding Hood Sisters Collector's Edition,0,False,EUR,9.99,20,7
499140,Operator Overload,0,False,EUR,8.19,15,7
499210,Road Rage,18,False,EUR,8.19,18,4
498240,Batman - The Telltale Series,0,False,EUR,14.99,4842,8
498280,Jurassic Survival,0,False,EUR,8.99,9,0
498300,Of Love And Sorrow,0,False,EUR,4.99,15,4
498310,RPG in a Box,0,False,EUR,22.99,37,7
498330,Cats are Liquid - A Light in the Shadows,0,False,EUR,0.99,426,8
498340,Shards of Azuria,0,False,EUR,6.59,57,5
498360,Puzzle Nebula,0,False,EUR,2.99,2,0
498370,Basketball Court VR,0,False,EUR,0.99,2,0
498380,AquaNimble,0,False,EUR,9.99,6,0
498450,A Week of Circus Terror,0,False,EUR,4.99,5,0
498460,Abduction Prologue: The Story Of Jonathan Blake,0,False,EUR,2.39,5,0
498500,I Am The Hero,0,False,EUR,9.99,92,5
498550,Depths of Dread,0,False,,,11,4
498570,Extreme Forklifting 2,0,False,EUR,1.99,95,8
498580,ASRECorp,0,False,EUR,0.99,12,5
498600,MSI Electric City,0,True,,,1,0
498620,The Shadowland,0,False,EUR,0.99,4,0
498630,Red Planet: Survive,0,False,EUR,14.99,9,0
498660,Mind Spheres,0,False,EUR,0.39,72,8
498680,In The Shadow Of The Truth,0,False,EUR,4.99,4,0
498700,The Ember Saga: A New Fire,0,False,EUR,6.99,6,0
497850,8-Bit Hordes,0,False,EUR,7.49,235,8
497860,Zezenia Online,0,True,,,1,0
497880,Doodle WHAT?!,0,False,EUR,9.99,7,0
497940,Destiny of Ancient Kingdoms™,0,True,,,3,0
498000,Mushroom Crusher Extreme,0,False,EUR,7.99,7,0
498030,Barnyard Mahjong 3,0,False,EUR,1.59,3,0
498040,The Hidden Dragon,0,False,EUR,2.39,1,0
498050,Mystery Of Rivenhallows,0,False,EUR,2.39,6,0
498190,Dragon Rage,0,False,EUR,6.99,44,6
497400,1 Moment Of Time: Silentville,0,False,EUR,0.99,167,6
497420,Pixelscape: Oceans,0,False,EUR,0.79,24,7
497440,HOMEBOUND,0,False,,,80,5
497450,Blortasia,0,False,EUR,5.69,38,7
497460,Mervils: A VR Adventure,0,False,EUR,19.99,47,7
497470,D.N.Age,0,False,EUR,4.99,32,5
497480,GravPool,0,False,EUR,3.99,1,0
497510,Crystal Quest Classic,0,False,EUR,3.99,20,7
497560,Crimson Sword Saga: The Peloran Wars,0,False,,,7,0
497580,Agent Walker: Secret Journey,0,False,EUR,9.99,34,5
497590,Sapper's bad dream,0,False,EUR,3.29,1,0
497640,Trick & Treat,0,True,,,16,7
497670,Line/Dash,0,False,EUR,1.99,14,6
497680,Plates,0,False,EUR,0.99,32,6
497700,Safety First!,0,False,EUR,2.99,44,7
497710,Holobunnies: Pause Cafe,0,False,EUR,3.99,7,0
497720,Funfair Ride Simulator 3,0,False,EUR,5.99,24,5
497730,The Wardrobe - Even Better Edition,0,False,EUR,14.99,85,5
497780,Recursed,0,False,EUR,1.64,201,8
497790,Ayumi: Enhanced Edition,0,False,EUR,4.99,8,0
497800,Golden Krone Hotel,0,False,EUR,9.99,146,8
497820,Quanero VR,0,True,,,6,0
496890,Replica,0,False,EUR,2.99,325,6
496910,DrumKit VR - Play drum kit in the world of VR,0,False,EUR,4.99,16,5
496930,Sumeru,0,False,EUR,3.29,22,5
496940,Second Death,0,False,EUR,2.99,2,0
496950,The Slingshot VR,0,False,EUR,1.59,13,5
496960,Shoot Mania VR: Fun Zombies,0,False,EUR,2.99,12,4
496980,Cosmic Cavern 3671　　宇宙最大の地底最大の作戦,0,False,EUR,4.99,8,0
496990,Ghost Sweeper,0,False,EUR,3.29,8,0
497000,Cross Death  VR,0,False,EUR,9.99,5,0
497020,Mystic Diary - Hidden Object,0,False,EUR,3.99,11,5
497040,Underground Keeper,0,False,EUR,8.19,14,5
497050,Shape Shifter,0,False,EUR,0.79,22,5
497060,Rise,0,False,EUR,1.99,1,0
497080,Construct: Escape the System,0,False,EUR,6.99,33,6
497100,FootRock,0,False,EUR,0.99,23,5
497150,DJ Streamer,0,False,EUR,9.99,17,5
497160,Voice Again,0,False,EUR,19.99,1,0
497180,Street Legal Racing: Redline v2.3.1,0,False,EUR,4.99,1396,8
497190,Pichon,0,False,EUR,2.39,4,0
497260,Fabulous Food Truck,0,False,EUR,2.39,8,0
497270,MIGHT,0,False,,,14,6
497280,Wrong Dimension - The One Dimensional Platformer,0,False,EUR,2.99,4,0
497300,Always Higher,0,False,EUR,3.29,7,0
497310,PD Particles 9,0,False,EUR,3.99,4,0
497360,"Gabriel Knight® 3: Blood of the Sacred, Blood of the Damned",0,False,EUR,5.99,23,5
496440,The Challenge,0,False,EUR,8.99,2,0
496460,Life is Feudal: Forest Village,0,False,EUR,22.99,1877,5
496480,Vex,0,False,EUR,3.79,10,5
496490,Virtual Battlemap,0,False,EUR,27.99,66,5
496530,Pigmentone,0,False,EUR,1.99,12,5
496550,Noob Squad,0,False,EUR,0.79,215,5
496590,Crystal Cosmos,0,False,EUR,4.99,2,0
496610,Push The Crate: Remastered Edition,0,False,EUR,1.99,4,0
496620,Monster Slayers,0,False,EUR,5.99,511,8
496630,Empty Horizons,0,False,EUR,2.99,49,7
496640,Strange Night,0,False,EUR,3.0,43,5
496650,Antihorror,0,False,EUR,0.79,30,4
496660,Minotaur,0,False,EUR,8.19,9,0
496670,Maze Roller,0,False,EUR,9.99,6,0
496680,SweatShop,0,False,EUR,0.79,97,4
496690,Adventures On The Polluted Islands,0,False,EUR,2.39,4,0
496730,Sorcerer King: Rivals,0,False,EUR,16.79,180,5
496740,Discovering Space 2,0,False,EUR,9.99,63,6
496750,The Housewife,0,False,EUR,0.79,44,4
496760,The Beast Within: A Gabriel Knight® Mystery,0,False,EUR,5.99,66,8
496790,Nothin' But Net,0,False,EUR,3.99,6,0
496810,MegaTagmension Blanc + Neptune VS Zombies (Neptunia),0,False,EUR,12.49,488,8
496820,Ruction: The Golden Tablet,0,False,EUR,9.99,5,0
496850,Brick Battalion,0,False,EUR,9.99,4,0
496030,Dark Parables: The Swan Princess and The Dire Tree Collector's Edition,0,False,EUR,9.99,9,0
496070,Geo-Fall,0,False,EUR,0.99,1,0
496080,"Space, VR!",0,False,EUR,1.99,3,0
496120,LaserCat,0,False,EUR,0.99,29,7
496190,Senza Peso,0,True,,,11,7
496230,Watching Grass Grow In VR - The Game,0,False,EUR,4.99,5,0
496250,Paddle Up,0,False,EUR,9.99,159,8
