,name,required_age,is_free,currency,final,total_reviews,review_score
434620,Pythagoria,0,False,,,109,6
433750,The Grandfather,0,True,,,34,5
433790,Wooden Floor 2 - Resurrection,0,False,EUR,1.79,9,0
433830,Rescue From Goblin Deep,0,False,EUR,8.99,4,0
433840,Trulon: The Shadow Engine,0,False,EUR,19.99,15,4
433850,Z1 Battle Royale,0,True,,,39120,5
433890,MechoEcho,0,False,EUR,7.99,15,7
433900,Helium,0,False,EUR,0.79,27,5
433910,Neon Drive,0,False,EUR,9.99,738,8
433920,Aveyond 4: Shadow of the Mist,0,False,EUR,14.99,58,8
433930,MARI indie 3.0,0,False,,,13,4
433950,Bit Blaster XL,0,False,EUR,0.79,2973,9
433960,Shadow Of Nebula,0,False,,,4,0
434000,Paws,0,False,EUR,14.99,303,8
434020,Last Hope - Tower Defense,0,False,EUR,3.99,197,8
434030,Aerofly FS 2 Flight Simulator,0,False,EUR,59.99,1036,6
434050,Duke Nukem 3D: 20th Anniversary World Tour,16,False,EUR,19.99,1458,6
434070,Plight of the Zombie,0,False,EUR,2.39,6,0
434090,Bridge! 2,0,False,EUR,9.99,19,4
434130,Witch and Hero(魔女と勇者),0,False,EUR,3.99,9,0
434140,New Outbreak,0,False,EUR,9.99,2,0
433350,BlackShot: Mercenary Warfare FPS,0,True,,,16,5
433360,Drawn™: Dark Flight,0,False,EUR,9.99,8,0
433380,Back in 1995,0,False,EUR,9.99,55,6
433400,Kim,0,False,EUR,14.99,23,6
433450,INFERNO CLIMBER,0,False,EUR,12.49,43,5
433480,Rayon Riddles - Rise of the Goblin King,0,False,EUR,11.99,4,0
433490,Super Flippin' Phones,0,False,EUR,2.99,11,7
433530,Heliborne Collection,0,False,EUR,8.99,1650,6
433550,DARQ: Complete Edition,0,False,EUR,16.79,1291,8
433570,Side Quest,0,False,EUR,6.99,4,0
433580,Timelapse,0,False,EUR,5.99,23,7
433630,vrAMP,0,False,EUR,4.99,37,6
433650,Book Of Merlin,0,False,EUR,2.99,15,5
433660,Blockpocalypse,0,False,EUR,12.49,4,0
433670,Professional Farmer 2017,0,False,EUR,14.99,25,3
433700,Carpe Lucem - Seize The Light VR,0,False,EUR,14.99,24,7
432870,Special Tactics,0,True,,,32,6
432890,Quote,0,False,EUR,14.99,9,0
432940,Breakneck,0,False,EUR,9.99,68,6
432950,Orange Moon,0,False,EUR,9.99,16,7
432980,INVERSUS Deluxe,0,False,EUR,14.99,96,8
432990,Green Game: TimeSwapper,0,False,EUR,2.99,4,0
433000,Lost Lands: The Golden Curse,0,False,EUR,2.44,247,8
433100,The Town of Light,0,False,EUR,18.99,639,6
433110,Zipple World,0,False,EUR,4.99,11,5
433120,Crash Landing,0,False,EUR,9.99,6,0
433130,WarBirds Dogfights,0,False,EUR,19.99,6,0
433170,Die Young,0,False,EUR,16.79,502,6
433190,CDF Starfighter VR,0,False,EUR,24.99,75,5
433210,Rhino's Rage,0,False,EUR,4.99,1,0
433280,Warlords Battlecry III,0,False,EUR,9.99,312,6
433300,Marvel: Ultimate Alliance,0,False,,,368,5
433320,Marvel: Ultimate Alliance 2,0,False,,,246,5
433340,Slime Rancher,0,False,EUR,19.99,36240,9
432370,Sethian,0,False,EUR,4.99,57,6
432380,Hydra Slayer,0,False,EUR,4.99,26,7
432390,Weekend Drive,0,False,EUR,9.99,1,0
432410,The Sacred Stone,0,False,EUR,16.79,6,0
432420,Ludoria,0,False,EUR,19.99,9,0
432470,Magdalena,0,False,EUR,0.79,56,4
432480,Grenade Madness,0,False,EUR,9.99,2,0
432490,ATOM GRRRL!!,0,False,EUR,9.99,12,5
432500,Evertown,0,False,EUR,1.59,40,4
432590,And So It Was,0,False,,,20,4
432620,Mimic Arena,0,False,EUR,7.99,3,0
432640,BuriedTown,0,False,EUR,6.99,9,0
432720,Welkin Road,0,False,EUR,10.79,20,5
432770,Small Town Terrors: Livingston,0,False,EUR,4.99,9,0
432780,Dream Catcher Chronicles: Manitou,0,False,EUR,9.99,12,5
432790,Angel Flare,0,False,EUR,9.99,1,0
431810,Rencounter,0,False,EUR,5.99,73,5
431830,Drift Into Eternity,0,False,EUR,19.99,9,0
431840,3DRPG,0,False,EUR,3.99,63,5
431850,Projector Face,0,False,EUR,4.99,29,6
431910,Psychocat: The Answer,0,False,EUR,0.99,75,8
431930,Kabounce,0,False,EUR,14.99,99,8
431940,Wildfire,0,False,EUR,14.99,130,8
432010,World's Dawn,0,False,EUR,9.99,567,8
432030,Swanky Paint,0,False,EUR,8.99,5,0
432100,Negligee,0,False,EUR,12.49,400,8
432110,Echo Tokyo: Phoenix,0,False,EUR,8.19,13,4
432130,Break Chance Memento,0,False,EUR,14.99,23,7
432170,Silver Knight,0,False,EUR,0.79,17,5
432180,Discouraged Workers TEEN,0,False,EUR,0.99,16,5
432190,Chef Solitaire: USA,0,False,EUR,2.39,65,8
432210,The Revenant Prince,0,False,EUR,3.29,8,0
432230,"Axe, Bow & Staff",0,False,EUR,4.99,5,0
432240,UnderDread,0,False,EUR,4.99,25,5
432250,Soviet City,0,False,EUR,11.99,61,5
432260,Tiltagon,0,False,EUR,2.99,20,6
432270,No Seat?,0,False,EUR,2.99,5,0
432330,Rytmik Lite Chiptune Synthesizer,0,False,EUR,5.99,49,5
432350,Epic Battle Fantasy 5,0,False,EUR,16.99,1797,9
431330,Dungeons Are Random,0,False,EUR,1.99,7,0
431360,The Legend: A University Story,0,False,,,5,0
431370,Diorama No.3 : The Marchland,0,False,EUR,2.99,10,7
431410,Mazement,0,False,EUR,4.99,7,0
431450,Alchemist's Awakening,0,False,EUR,9.5,173,6
431460,Midnight,0,False,EUR,2.99,31,5
431470,Inside The Code,0,False,EUR,2.99,1,0
431500,Clash of the Monsters,0,True,,,6,0
431510,Mystic Destinies: Serendipity of Aeons,0,True,,,13,5
431540,Frosty Kiss,0,True,,,17,7
431570,Breakroom,0,False,EUR,7.99,5,0
431590,Earn to Die 2,0,False,EUR,3.99,163,8
431600,Automobilista,0,False,EUR,23.99,528,8
431610,Hubert's Island Adventure: Mouse o' War,0,False,EUR,3.99,3,0
431630,Action Legion,0,False,EUR,5.99,14,6
431640,Doodle Kingdom,0,False,EUR,7.39,43,4
431650,Phoning Home,0,False,EUR,9.99,290,5
431700,Age of Fear 3: The Legend,0,False,EUR,19.99,106,8
431710,Space Pilgrim Episode II: Epsilon Indi,0,False,EUR,0.9,184,8
431730,Aseprite,0,False,PLN,71.99,3496,9
431740,Chowderchu,0,False,EUR,2.39,2,0
431750,Iron Sea Defenders,0,False,EUR,4.99,88,6
431770,Rivalry,0,False,EUR,2.39,127,8
430930,Z. Year One,0,False,EUR,14.99,15,5
430960,Lucy -The Eternity She Wished For-,0,False,EUR,9.99,1283,8
431030,The Music Room,0,False,EUR,120.99,1,0
431120,Tethered,0,False,EUR,15.99,130,8
431180,WolfQuest: Classic,0,False,EUR,16.79,1020,8
431200,Disastr_Blastr,0,False,EUR,1.99,12,7
431220,Porradaria 2: Pagode of the Night,0,False,,,7,0
431230,Tiny Guardians,0,False,EUR,8.19,38,7
431250,Mushroom Wars,0,False,EUR,9.99,126,8
431280,tiny & Tall: Gleipnir,0,False,EUR,14.99,25,7
431290,Level 22: Gary’s Misadventures - 2016 Edition,0,False,EUR,6.99,6,0
431300,Classic Fun Collection 5 in 1,0,False,EUR,3.99,3,0
430410,Memoranda,0,False,EUR,14.99,51,6
430020,Dance of Death,12,False,EUR,3.99,106,5
430080,Elysium: Blood Games,0,False,EUR,0.79,28,5
430100,darkcase : the basement,0,False,EUR,0.79,7,0
430170,Babel: Choice,0,False,EUR,9.99,2,0
430190,Wondershot,0,False,EUR,12.99,1,0
430210,Megaton Rainfall,0,False,EUR,15.99,923,6
430230,Grass Max,0,False,EUR,4.99,7,0
430240,Duplexer,0,False,EUR,2.99,7,0
430280,Nature Defenders,0,False,EUR,3.99,2,0
430290,Shmups Skill Test シューティング技能検定,0,False,EUR,4.99,19,7
430300,MINUS ZERO,0,False,EUR,1.99,7,0
429600,Fairy Tale Mysteries: The Puppet Thief,0,False,EUR,9.99,51,6
429610,The Emerald Maiden: Symphony of Dreams,0,False,EUR,7.99,90,8
429620,Dungeon Rushers,0,False,EUR,14.99,219,5
429660,Tales of Berseria™,0,False,EUR,49.99,4628,8
429690,Astro Duel,0,False,EUR,6.59,40,7
429700,Squirbs,0,False,EUR,0.79,118,5
429720,IMSCARED,0,False,EUR,3.99,643,8
429780,Bunny Hop League,0,False,EUR,5.99,279,6
429790,AdventureQuest 3D,0,True,,,51,6
429830,Unseen Diplomacy,0,False,EUR,2.99,139,8
429940,The Sad Story of Emmeline Burns,0,True,,,15,7
429950,ABO MANDO,0,False,EUR,0.79,1,0
429060,Zombie Wars: Invasion,0,False,EUR,2.99,25,4
429160,Cyborg Rage,0,True,,,2,0
429180,Project CARS - Pagani Edition,0,True,,,15,4
429220,FullBlast,0,False,EUR,3.99,21,5
429250,Beyond Dimensions,0,False,EUR,3.99,2,0
429260,Super Intergalactic Gang,0,False,EUR,9.99,6,0
429270,Didgery,0,False,EUR,1.99,3,0
429280,Gems of the Aztecs,0,False,EUR,4.99,20,5
429300,Sepia Tears,0,True,,,15,7
429330,Stikbold! A Dodgeball Adventure,0,False,EUR,9.99,88,8
429350,Satellite Rush,0,False,EUR,4.99,9,0
429360,Lupinball,0,False,EUR,9.99,37,7
429390,XenoShyft,0,False,EUR,9.99,66,5
429430,Tyrfing  Cycle |Vanilla|,0,False,EUR,1.99,3,0
429470,Space Pilgrim Episode I: Alpha Centauri,0,True,,,422,8
429480,Vision Runner,0,False,EUR,9.99,1,0
429490,Resilience Wave Survival,0,False,EUR,3.99,101,5
429520,Falcon Gold,0,False,EUR,6.99,5,0
429530,Falcon 4.0,0,False,EUR,6.99,74,6
429570,The Walking Dead: Michonne - A Telltale Miniseries,18,False,EUR,14.99,1832,6
429580,A Wild Catgirl Appears!,0,False,EUR,1.49,62,5
428610,Longsword - Tabletop Tactics,0,True,,,46,5
428630,White Mirror,0,False,EUR,3.99,72,4
428660,Deliver Us The Moon,0,False,EUR,24.99,1497,8
428690,Youtubers Life,0,False,EUR,24.99,6293,6
428740,Nordenfelt,0,False,EUR,5.99,3,0
428750,Neon Chrome,0,False,EUR,14.99,359,8
428760,Hatch and Slay,0,False,EUR,1.99,7,0
428800,liteCam Game 5:  120 FPS Game Capture + Streamer,0,False,EUR,19.99,53,4
428830,Save the Dodos,0,False,EUR,2.99,43,7
428860,Red Haze,0,False,EUR,3.57,121,8
428870,Take the Dream IX,0,True,,,5,0
428880,The Quest,0,False,EUR,9.99,291,8
428900,"Linea, the Game",0,False,EUR,1.99,314,8
428910,Red Fox and the Four Seasons,0,False,EUR,3.99,2,0
428920,WinKings,0,False,EUR,4.99,4,0
428930,Into the Belly of the Beast,0,False,EUR,14.99,1,0
428940,CONTASION 2,0,False,EUR,6.99,2,0
428950,"Kivi, Toilet and Shotgun",0,False,EUR,0.79,81,5
428980,Ethereal Legends,0,False,EUR,9.99,6,0
429020,LONE WOLF: Horizon,0,False,,,22,4
429040,Furfly,0,False,EUR,3.99,9,0
428200,Attack Heroes,0,False,EUR,8.19,24,6
428210,Horror in the Asylum,0,False,EUR,4.99,19,4
428220,TurnOn,0,False,EUR,14.99,54,6
428230,Swift,0,False,EUR,5.99,3,0
428240,Hauntsters,0,False,EUR,4.99,2,0
428250,Mystery Castle: The Mirror's Secret,0,False,EUR,6.99,10,5
428260,The Book of Desires,0,False,EUR,6.99,8,0
428270,Twilight City: Love as a Cure,0,False,EUR,6.99,9,0
428280,Mystery of Unicorn Castle: The Beastmaster,0,False,EUR,6.99,18,7
428340,Marmoset Hexels 3,0,False,EUR,45.0,121,8
428350,Fear Equation,0,False,EUR,12.49,49,6
428370,Windlands,0,False,EUR,19.99,672,6
428410,PRiO,0,False,EUR,5.99,5,0
428430,Endorlight,0,False,EUR,2.39,36,5
428460,Kings of Israel,0,False,EUR,3.99,54,8
428490,Germination,0,False,EUR,3.99,13,6
428510,Solitaire Christmas. Match 2 Cards,0,False,EUR,4.99,17,5
428530,Machine Gun Train Run,0,False,EUR,0.99,8,0
428540,Fragments of Him,0,False,EUR,9.99,67,8
428590,Unearthing Colossal,0,False,EUR,12.49,3,0
427700,Zwei: The Ilvard Insurrection,0,False,EUR,19.99,105,8
427730,Who's Your Daddy?!,0,False,EUR,3.99,10073,6
427760,A Chair in a Room : Greenwater,0,False,EUR,22.99,495,8
427770,Pills4Skills,0,False,EUR,2.99,8,0
427780,PERFECT ANGLE: The puzzle game based on optical illusions,0,False,EUR,9.99,18,5
427810,CALENDULA,0,False,EUR,6.99,181,5
427820,Hitman GO: Definitive Edition,7,False,EUR,7.99,675,8
427830,Hybrid Beasts,0,False,EUR,15.99,1,0
427860,The Next World,0,False,EUR,12.99,69,5
427880,P.A.M.E.L.A.®,0,False,EUR,22.99,586,5
427890,Felt Tip Circus,0,False,EUR,7.99,16,7
427910,Zavix Tower,0,False,EUR,9.99,137,5
427930,Army of Tentacles: (Not) A Cthulhu Dating Sim,0,False,EUR,4.99,22,5
427970,Heathen Engineering's Terran,0,False,EUR,33.99,5,0
427980,Aozora Meikyuu,18,False,EUR,4.99,148,8
428020,The ORPHEUS Ruse,0,False,EUR,3.29,7,0
428040,Sixth Grade Detective,0,False,EUR,3.29,28,7
428060,Millia -The ending-,0,True,,,9,0
428080,Racket: Nx,0,False,EUR,17.49,324,8
428100,Beyond Reality,0,False,EUR,4.99,51,8
428110,Save Halloween: City of Witches,0,False,EUR,4.99,10,6
428130,Walk The Light,0,False,EUR,4.99,3,0
428170,Little Reaper,0,False,EUR,13.29,11,7
428180,Islet Online,0,False,EUR,13.99,53,5
428190,MadOut Open City,0,False,EUR,7.99,90,4
427470,Democracy 3 Africa,0,False,EUR,14.99,265,6
427480,FritzChess 15,0,False,EUR,24.99,31,5
427490,Shadowhand: RPG Card Game,0,False,EUR,12.49,451,8
427510,Way of the Samurai 3,0,False,EUR,19.99,261,6
427550,Tibetan Quest: Beyond the World's End,0,False,EUR,7.99,33,5
427570,Dawn of Andromeda,0,False,EUR,27.99,110,5
427640,The Ables: Freepoint High,0,False,EUR,3.99,14,6
427660,NightCry,0,False,EUR,22.99,102,5
427030,Xuan-Yuan Sword: The Gate of Firmament,0,False,EUR,6.74,154,8
427040,Pitstop Challenge,0,False,EUR,8.99,5,0
427050,Siege - the card game,0,False,EUR,4.99,6,0
427190,DEAD RISING®,0,False,EUR,19.99,1942,8
427240,Cosmic Trip,0,False,EUR,19.99,331,8
427250,8-Bit Armies,0,False,EUR,14.99,1045,6
427270,Orcs Must Die! Unchained,0,False,,,99,5
427290,Vampyr,0,False,EUR,39.99,5453,6
426560,Full Tilt Poker,18,False,,,1,0
426590,Blood of Magic,0,False,EUR,9.99,40,3
426630,Bubsy Two-Fur,0,False,EUR,4.99,245,6
426690,Narcissu 10th Anniversary Anthology Project,0,False,EUR,2.99,85,8
426790,Grow Up,0,False,EUR,9.99,930,8
426930,Moonshot,0,False,EUR,4.99,31,6
426170,Defragmented,0,False,EUR,8.19,19,5
426190,Miner Meltdown,0,False,EUR,5.69,44,6
426210,Tyran,0,False,EUR,5.99,15,5
426240,Caretaker Sacrifice,0,False,,,11,7
426290,The Away Team: Lost Exodus,0,False,EUR,6.6,41,6
426310,Perception,0,False,EUR,16.79,180,6
426330,MetaHuman Inc.,0,False,EUR,4.99,129,8
425720,Cloudlands : VR Minigolf,0,False,EUR,19.99,264,8
425760,EGO Protocol,0,False,EUR,1.59,3,0
425770,Answer The Question,0,False,EUR,0.79,107,8
425860,Vector Assault,0,False,EUR,4.99,5,0
425870,Gyrodisc Super League,0,False,EUR,12.99,2,0
425900,Adventure Lamp,0,False,EUR,9.99,7,0
425990,Space Junk Patrol,0,False,EUR,5.99,2,0
426000,HunieCam Studio,18,False,EUR,6.99,3214,8
426010,Womb Room,0,False,EUR,1.99,34,4
426040,Goodnight Butcher,0,False,EUR,1.99,11,5
426050,LEGIE,0,False,EUR,1.99,25,7
425220,One Piece Burning Blood,0,False,EUR,49.99,501,6
425230,Sword 'N' Board,0,False,EUR,4.99,4,0
425240,Pressure Overdrive,0,False,EUR,12.99,33,5
425260,Soul Harvest,0,False,EUR,11.99,6,0
425300,Super Button Soccer,0,False,EUR,6.99,6,0
425310,Ghostbusters™,0,False,,,13,4
425340,Space Moth DX,0,False,EUR,3.99,61,8
425400,Block Rocking Beats,0,False,EUR,8.19,5,0
425410,Road to Ballhalla,0,False,EUR,14.99,19,7
425450,GoatPunks,0,False,EUR,8.19,11,6
425460,Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,0,False,EUR,5.49,26,5
425580,The Room Two,0,False,EUR,4.99,6392,9
425600,The Order of the Thorne - The King's Challenge,0,False,EUR,9.99,71,8
425650,Halloween Forever,0,False,EUR,8.19,115,8
425670,Seraph,0,False,EUR,12.99,251,8
424750,The BoX,0,False,EUR,2.99,4,0
424760,Bladestar,0,False,EUR,3.99,28,5
424830,Bell Ringer,0,False,EUR,6.99,2,0
424840,Little Nightmares,0,False,MYR,99.0,10728,8
424850,Galactineers,0,False,EUR,11.99,6,0
424870,Threads of Destiny,0,False,EUR,0.79,8,0
425010,ScudBuster,0,False,EUR,4.99,3,0
425040,ComixPlay #1: The Endless Incident,0,False,EUR,6.99,10,7
425070,Asteroids Minesweeper,0,False,EUR,1.59,40,7
425150,Assassins vs Pirates,0,False,EUR,7.99,16,5
425160,Recursion Deluxe,0,False,EUR,4.99,21,7
425210,Shadwen,0,False,EUR,16.99,471,6
424250,Balrum,0,False,EUR,14.99,306,6
424260,Feelings Adrift,0,False,EUR,6.99,14,5
424280,Iron Snout,0,True,,,104,8
424320,Anomaly 1729,0,False,EUR,9.99,6,0
424590,Farm Expert 2017,0,False,EUR,19.99,133,5
424640,Karaski: What Goes Up...,0,False,EUR,11.99,12,7
423800,Automata Empire,0,False,EUR,7.39,37,5
423810,Marooners,0,False,EUR,9.99,80,5
423870,Astervoid 2000,0,False,EUR,3.99,16,7
423880,Carpe Diem,0,True,,,30,7
423890,Gods and Idols,0,True,,,19,5
423900,Dinocide,0,False,EUR,9.99,19,5
423950,Deadlight: Director's Cut,18,False,EUR,11.99,161,5
424000,Project Pulsation,0,False,EUR,3.99,14,3
424010,Crudelis,0,False,EUR,5.99,8,0
424030,War of Rights,0,False,EUR,24.99,4417,8
424040,Fragmental,0,False,EUR,3.99,15,7
424060,The Glow,0,False,EUR,3.99,12,4
424100,Celestrion,0,False,EUR,0.99,4,0
424170,The fall of gods,0,False,EUR,2.39,26,6
423440,Choice of Kung Fu,0,False,EUR,3.29,39,7
423490,Air Missions: HIND,0,False,EUR,16.99,218,8
423550,Day D: Tower Rush,0,False,EUR,0.49,41,6
423580,Project Highrise,0,False,EUR,19.99,1582,8
423590,The Little Acre,0,False,EUR,6.49,207,8
423600,Adelantado Trilogy. Book one,0,False,EUR,4.99,13,7
423610,Where's My Mommy?,13,False,EUR,4.99,45,6
423620,HERO DEFENSE,0,False,EUR,29.99,208,5
423650,Summer Fling,0,False,EUR,10.79,40,5
423700,Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,0,False,EUR,6.99,34,4
423710,Invasion: Brain Craving,0,False,EUR,0.99,95,5
423720,Color Chaos,0,False,EUR,0.99,2,0
423730,Hyper Gods,0,False,EUR,5.69,4,0
423740,Save Your Mother,0,False,EUR,2.39,21,5
423750,Gardenarium,0,False,EUR,3.0,21,6
423760,Hit Tank PRO,0,False,EUR,2.99,4,0
423770,Our Love Will Grow,0,False,EUR,4.99,76,6
423120,Community College Hero: Trial by Fire,0,False,EUR,3.29,212,8
423180,A.I. Space Corps,0,False,EUR,4.99,3,0
423220,T-Kara Puzzles,0,False,EUR,4.99,5,0
423230,Furi,0,False,EUR,19.99,4272,8
423320,Pendragon Rising,0,False,EUR,3.29,79,8
422910,Creeper World: Anniversary Edition,0,False,EUR,4.99,347,8
422920,Creeper World 2: Anniversary Edition,0,False,EUR,4.99,177,8
422940,Divergence: Online,0,False,EUR,19.99,83,5
422970,Devil Daggers,0,False,EUR,3.99,4007,9
422980,Super Robot Jump Jump,0,False,EUR,4.99,10,5
422500,Emmerholt: Prologue,0,True,,,36,6
422610,1775: Rebellion,0,False,EUR,22.99,28,6
422640,VR Karts SteamVR,0,False,EUR,14.99,35,4
422650,Megamagic: Wizards of the Neon Age,0,False,EUR,8.99,17,5
422760,Ocean Rift,0,False,EUR,9.99,74,6
422810,River City Ransom: Underground,0,False,EUR,19.99,962,6
422860,Holodance,0,False,EUR,19.99,162,8
422010,Eczema Angel Orifice,0,False,EUR,3.99,3,0
422020,Dark Days,0,False,EUR,2.99,26,5
422030,ReVeN: XBridge,0,False,EUR,9.99,6,0
422110,Wand Wars,0,False,EUR,11.99,113,8
422130,Comic Book Hero: The Greatest Cape,0,False,EUR,19.99,50,5
422140,Wrestling Spirit 3,0,False,EUR,19.99,15,5
1152550,Who Is You,0,False,EUR,0.6,1,0
1151390,Putin Life,0,False,EUR,0.79,39,7
1150480,Micro Car Crash Online Le Go!,0,False,EUR,3.99,2,0
1149900,Cheer and Track,0,False,EUR,3.99,1,0
1149910,Binky show,0,False,EUR,1.24,1,0
1149400,The Yellow King,0,False,EUR,20.99,145,5
1148810,Tip of the Spear: Task Force Elite,0,False,EUR,8.19,133,8
1147280,Column on the Sea,0,False,EUR,8.99,4,0
1147490,Frontline: Western Front,0,False,EUR,4.99,21,7
1147500,A Gay's Life,0,False,EUR,2.39,28,7
1147510,Hentai Asmodeus,0,False,EUR,1.59,438,8
1147520,Super Bora Dragon Eyes,0,False,EUR,0.47,1,0
1147600,Star Police,0,False,EUR,1.59,3,0
1147620,The Lost Dungeon Of Knight,0,False,EUR,0.79,1,0
1147670,Hentai Fetish Tycoon,0,False,EUR,0.79,50,6
1146880,RRRR3,0,False,EUR,9.59,6,0
1146890,MMX,0,False,EUR,13.99,2,0
1146910,Atomorf2,0,False,EUR,12.49,3,0
1146920,Xenociders,0,False,EUR,20.99,6,0
1146940,I will eat you,0,False,EUR,0.99,102,6
1146950,Hentai Girl Fantasy,0,False,EUR,0.79,549,9
1146970,My Vow to My Liege,0,False,EUR,8.19,117,8
1147020,Quest for Conquest,0,False,EUR,4.99,2,0
1147030,The Terrible Old Man,0,True,,,5,0
1147130,Countryballs: Modern Ballfare,0,False,EUR,6.59,34,7
1147140,Funny Road Chase Simulator,0,False,EUR,1.59,1,0
1147220,Grim Tales: Guest From The Future Collector's Edition,0,False,EUR,8.19,2,0
1147240,Rogue Waves,0,False,EUR,8.19,3,0
1146390,Where Are We Now,0,False,EUR,8.19,1,0
1146510,Deep Sleep Trilogy,0,False,EUR,3.99,103,8
1146560,Drawn Down Abyss,0,False,EUR,3.99,4,0
1146630,Yokai's Secret,0,False,EUR,1.59,467,8
1146700,Battle Sorcerers,0,False,EUR,12.49,5,0
1146780,Monster planet,0,False,EUR,0.79,1,0
1146810,Phantom Astronaut Lucid VR,0,False,EUR,6.59,2,0
1145960,The White Door,0,False,EUR,3.29,848,8
1145970,Forest Home,0,False,EUR,8.19,8,0
1146010,Art of Boxing,0,False,EUR,9.99,37,5
1146090,Flint,0,False,EUR,0.79,4,0
1146100,The Rising of the Shield Hero : Relive The Animation,0,False,EUR,13.29,74,6
1146160,The Tomb of Argazfell,0,False,EUR,1.59,1,0
1146170,KingSim,0,False,EUR,8.19,50,8
1146230,DungeonTop,0,False,EUR,13.29,140,8
1146250,Seasons Girls,0,False,EUR,0.79,2,0
1146300,Land of War - The Beginning,0,False,EUR,14.99,80,5
1146310,Beyond a Steel Sky,0,False,EUR,29.99,438,8
1146350,Urban riots,0,False,EUR,0.79,1,0
1146370,Master of Magic Classic,0,False,EUR,4.99,287,8
1145490,Operation Armstrong,0,False,EUR,20.99,6,0
1145520,Wall Force,0,True,,,2,0
1145530,One day,0,False,EUR,1.59,3,0
1145550,守护传说 Guardian Legend,0,False,EUR,1.59,1,0
1145560,Marble Trap,0,False,EUR,0.79,18,7
1145570,Ortharion project,0,False,EUR,16.79,50,6
1145580,Wolves Team,0,False,EUR,20.99,1,0
1145590,Kastle Krush,0,False,EUR,4.99,2,0
1145660,Drift Of The Hill,0,False,EUR,1.99,304,6
1145680,Pew-Pew Rocket,0,False,EUR,1.59,2,0
1145780,Angry Golf,0,False,EUR,1.59,10,6
1145810,Desert lost,0,False,EUR,0.79,8,0
1145820,INFECTIS,0,False,EUR,10.79,5,0
1145830,Clarevoyance,0,False,EUR,10.79,2,0
1145860,Quantum Multiverse,0,False,EUR,0.79,1,0
1145950,Vector Prospector,0,False,EUR,6.59,9,0
1145030,ef - the latter tale. (All Ages),0,False,EUR,29.99,8,0
1145050,Tonetaker VR,0,False,EUR,2.49,1,0
1145120,Last Summer,0,False,EUR,2.39,1,0
1145180,uznali ? soglasnbI ?,0,False,EUR,0.79,2,0
1145200,Tomb Typing,0,False,EUR,3.99,1,0
1145210,Typing with Sharks,0,False,EUR,6.59,1,0
1145280,Blockey: Block Yeah!,0,False,EUR,0.79,1,0
1145380,Kakatte Koi Yo!,0,False,EUR,3.99,12,7
1145410,Knight Swap,0,False,EUR,0.79,43,7
1145430,Agross,0,False,EUR,0.79,2,0
1145450,Mystery Case Files: Moths to a Flame Collector's Edition,0,False,EUR,8.19,8,0
1145460,Memories on the Shoreline,0,False,EUR,3.99,6,0
1144690,Project SolarBot,0,False,EUR,4.99,2,0
1144770,SLUDGE LIFE,0,False,EUR,9.89,137,8
1144860,Flying Sword,0,False,EUR,0.79,15,7
1144910,Space Gladiators,0,False,EUR,14.99,78,8
1144970,Necronator: Dead Wrong,0,False,EUR,16.99,152,6
1144250,WAIFU HELL,0,False,EUR,0.79,289,8
1144270,救赎抉择Resurrection,0,False,EUR,3.99,2,0
1144280,Ain Dodo,0,False,EUR,0.79,48,7
1144290,Lucid Nina,0,False,EUR,2.39,2,0
1144300,ef - the first tale. (All Ages),0,False,EUR,24.99,8,0
1144330,Marisa's Marvelous Magic Shop,0,False,EUR,4.99,11,7
1144350,Hunger Tower,0,False,EUR,0.79,2,0
1144370,Levi Chronicles,0,False,EUR,4.99,4,0
1144400,Senren＊Banka,0,False,EUR,29.99,338,8
1144440,UnderParty,0,False,EUR,5.5,69,8
1144450,Rose Riddle: Fairy Tale Detective,0,False,EUR,5.69,1,0
1144460,SOUNDART,0,False,EUR,16.79,15,7
1144510,Stratos,0,False,EUR,8.19,12,6
1144520,Air,0,False,EUR,4.99,2,0
1144550,Bride for the Princess,18,False,EUR,3.99,4,0
1144590,Blooding Runner X,0,False,EUR,0.79,4,0
1144630,Beardy the Digger,0,False,EUR,1.59,2,0
1143900,Shapeshooter,0,False,EUR,3.99,4,0
1144020,GolfTopia,0,False,EUR,16.79,252,8
1144030,Pesterquest,0,False,EUR,9.99,824,8
1144060,Ten Days to War,0,False,EUR,8.19,1,0
1144070,NUMB,0,False,EUR,6.99,7,0
1144090,ArtFormer: Ancient Stories,0,False,EUR,14.99,1,0
1144100,Linea VR,0,False,EUR,4.99,8,0
1144110,Open World Game: the Open World Game,0,True,,,4,0
1144140,Pillars of Dust,0,False,EUR,5.69,13,7
1144150,Singled Out,0,False,EUR,3.99,20,7
1143550,EleMetals: Death Metal Death Match!,0,False,EUR,8.19,1,0
1143570,VolticPistol,0,False,EUR,8.19,5,0
1143680,AVA,0,False,EUR,8.99,9,0
1143710,Тёмное отражение (Dark Reflection),0,False,EUR,4.99,6,0
1143720,ALTERITY EXPERIENCE,0,False,EUR,14.99,5,0
1143740,PUZZLETIME: Castle Party,0,False,EUR,0.79,4,0
1143750,VRocker,0,False,EUR,8.99,28,7
1143770,StressOut,0,False,EUR,12.49,4,0
1143780,Graveyard Defender,0,False,EUR,1.59,3,0
